Late_delivery_risk,risk_proba,risk_tier,Shipping Mode,Order Region,Category Name
1,0.34581715,LOW,Standard Class,Western Europe,Cleats
0,0.3387044,LOW,Standard Class,Southeast Asia,Indoor/Outdoor Games
1,0.990564,HIGH,First Class,Eastern Asia,Sporting Goods
1,0.7104791,HIGH,Second Class,Central America,Cardio Equipment
1,0.8188295,HIGH,Second Class,Central America,Camping & Hiking
1,0.8147428,HIGH,Second Class,West Africa,Water Sports
1,0.9912794,HIGH,First Class,Southern Europe,Fishing
0,0.39377767,LOW,Standard Class,Caribbean,Men's Footwear
1,0.39377767,LOW,Standard Class,North Africa,Cleats
1,0.3942325,LOW,Standard Class,West Asia,Cleats
1,0.39739615,LOW,Standard Class,Western Europe,Cardio Equipment
1,0.34263623,LOW,Standard Class,Western Europe,Shop By Sport
1,0.8376294,HIGH,Second Class,South America,Cardio Equipment
1,0.43635595,LOW,Standard Class,Oceania,Fishing
1,0.39943445,LOW,Standard Class,Oceania,Men's Footwear
1,0.7849284,HIGH,Second Class,South America,Cleats
1,0.79842144,HIGH,Second Class,South of  USA ,Women's Apparel
0,0.3477578,LOW,Standard Class,Central America,Cleats
0,0.39943445,LOW,Standard Class,Central America,Cleats
1,0.34483287,LOW,Standard Class,Eastern Europe,Water Sports
0,0.40611136,LOW,Standard Class,Southern Europe,Accessories
1,0.39377767,LOW,Standard Class,Southeast Asia,Camping & Hiking
0,0.39377767,LOW,Standard Class,Central America,Camping & Hiking
0,0.38380387,LOW,Standard Class,Eastern Asia,Garden
1,0.9914141,HIGH,First Class,Oceania,Accessories
0,0.31305173,LOW,Standard Class,Western Europe,Men's Footwear
0,0.39801896,LOW,Standard Class,Caribbean,Cardio Equipment
1,0.99118865,HIGH,First Class,Western Europe,Water Sports
0,0.39489606,LOW,Standard Class,South America,Indoor/Outdoor Games
0,0.39769223,LOW,Standard Class,Western Europe,Women's Apparel
0,0.79507023,HIGH,Second Class,Western Europe,Fishing
0,0.50420403,MEDIUM,Same Day,South America,Water Sports
1,0.39377767,LOW,Standard Class,Southeast Asia,Electronics
1,0.9911705,HIGH,First Class,Oceania,Men's Footwear
1,0.8060965,HIGH,Second Class,Western Europe,Fishing
0,0.39422986,LOW,Standard Class,West Africa,Water Sports
0,0.8420199,HIGH,First Class,Eastern Asia,Women's Apparel
0,0.39561993,LOW,Standard Class,West of USA ,Indoor/Outdoor Games
1,0.29146916,LOW,Standard Class,Eastern Asia,Girls' Apparel
0,0.39377767,LOW,Standard Class,US Center ,Cleats
1,0.9911027,HIGH,First Class,South Asia,Health and Beauty
1,0.38714498,LOW,Standard Class,Central America,Shop By Sport
1,0.4035675,LOW,Standard Class,Central Africa,Fishing
0,0.39625555,LOW,Standard Class,South of  USA ,Shop By Sport
0,0.3953487,LOW,Standard Class,South America,Indoor/Outdoor Games
0,0.39489606,LOW,Standard Class,Central America,Women's Apparel
1,0.8036743,HIGH,Standard Class,Caribbean,Cardio Equipment
0,0.3953487,LOW,Standard Class,Southeast Asia,Water Sports
1,0.36491635,LOW,Standard Class,Eastern Asia,Indoor/Outdoor Games
0,0.39796406,LOW,Standard Class,Western Europe,Women's Apparel
0,0.4003129,LOW,Standard Class,South America,Fishing
1,0.39377767,LOW,Standard Class,Caribbean,Water Sports
0,0.39489606,LOW,Standard Class,South America,Cardio Equipment
0,0.41417918,LOW,Standard Class,West of USA ,Women's Apparel
1,0.7972587,HIGH,Second Class,Northern Europe,Men's Footwear
1,0.84407413,HIGH,First Class,Southeast Asia,Video Games
1,0.39505318,LOW,Standard Class,Southern Africa,Cardio Equipment
0,0.43037033,LOW,Standard Class,East Africa,Women's Apparel
1,0.39377767,LOW,Standard Class,East of USA,Women's Apparel
1,0.39505318,LOW,Standard Class,Central America,Fishing
0,0.7985504,HIGH,Second Class,Western Europe,Shop By Sport
1,0.79842144,HIGH,Second Class,Caribbean,Indoor/Outdoor Games
0,0.34581715,LOW,Standard Class,Western Europe,Indoor/Outdoor Games
0,0.3625034,LOW,Standard Class,Southern Europe,Consumer Electronics
1,0.4779423,MEDIUM,Standard Class,Eastern Asia,Water Sports
1,0.39607286,LOW,Standard Class,Oceania,Water Sports
1,0.3460649,LOW,Standard Class,Oceania,Video Games
1,0.9911027,HIGH,First Class,Central America,Cleats
1,0.802837,HIGH,Second Class,Central America,Women's Apparel
1,0.52963626,MEDIUM,Same Day,Oceania,Indoor/Outdoor Games
1,0.39943445,LOW,Standard Class,South America,Indoor/Outdoor Games
1,0.39988178,LOW,Standard Class,Western Europe,Cardio Equipment
0,0.21977629,LOW,Standard Class,Canada,Indoor/Outdoor Games
0,0.329644,LOW,Standard Class,Central America,Water Sports
0,0.28013632,LOW,Standard Class,Western Europe,Water Sports
1,0.9913765,HIGH,First Class,Western Europe,Cleats
1,0.8422967,HIGH,First Class,Western Europe,Shop By Sport
0,0.39507705,LOW,Standard Class,Southern Europe,Cardio Equipment
0,0.34818754,LOW,Standard Class,Central America,Cleats
1,0.6857553,HIGH,Second Class,South Asia,Men's Footwear
1,0.9914778,HIGH,First Class,Central America,Fishing
1,0.39422986,LOW,Standard Class,Central America,Indoor/Outdoor Games
0,0.3238785,LOW,Standard Class,West of USA ,Women's Apparel
1,0.34174612,LOW,Standard Class,Southeast Asia,Men's Footwear
0,0.2519345,LOW,Standard Class,Western Europe,Fishing
1,0.39489606,LOW,Standard Class,West Asia,Water Sports
0,0.3861758,LOW,Standard Class,South America,Fishing
1,0.3686054,LOW,Standard Class,Southeast Asia,Shop By Sport
1,0.6542927,HIGH,Second Class,Central America,Women's Apparel
1,0.99155563,HIGH,First Class,East of USA,Women's Apparel
0,0.8022009,HIGH,Second Class,Southern Europe,Women's Apparel
0,0.36909956,LOW,Standard Class,Caribbean,Men's Footwear
0,0.3630516,LOW,Standard Class,East Africa,Water Sports
1,0.39377767,LOW,Standard Class,South of  USA ,Men's Footwear
1,0.39317456,LOW,Standard Class,Northern Europe,Golf Gloves
0,0.39507705,LOW,Standard Class,Northern Europe,Camping & Hiking
0,0.33206934,LOW,Standard Class,Central America,Water Sports
0,0.40600935,LOW,Standard Class,Western Europe,Fishing
1,0.8013363,HIGH,Second Class,Southeast Asia,DVDs
1,0.39674017,LOW,Standard Class,Southern Africa,Men's Footwear
0,0.3656778,LOW,Standard Class,Western Europe,Cleats
1,0.37533796,LOW,Standard Class,Eastern Europe,Cardio Equipment
1,0.81337434,HIGH,First Class,Oceania,Fishing
0,0.6800967,HIGH,Second Class,West of USA ,Fishing
1,0.8029265,HIGH,Second Class,West Asia,Cleats
1,0.83972305,HIGH,First Class,Caribbean,Indoor/Outdoor Games
1,0.9911027,HIGH,First Class,West of USA ,Water Sports
1,0.39377767,LOW,Standard Class,Southeast Asia,Golf Gloves
1,0.35066858,LOW,Standard Class,Northern Europe,Camping & Hiking
0,0.39489606,LOW,Standard Class,Central America,Cleats
0,0.39723867,LOW,Standard Class,Western Europe,Women's Apparel
1,0.37500605,LOW,Standard Class,East of USA,Golf Balls
1,0.993469,HIGH,First Class,Western Europe,Men's Footwear
1,0.34282908,LOW,Standard Class,Central America,Women's Apparel
0,0.34282908,LOW,Standard Class,Central America,Cleats
1,0.79899985,HIGH,Second Class,South of  USA ,Camping & Hiking
1,0.9911027,HIGH,First Class,Oceania,Shop By Sport
1,0.34897006,LOW,Standard Class,Central America,Cardio Equipment
1,0.9864936,HIGH,First Class,Western Europe,Fishing
1,0.9927832,HIGH,First Class,West of USA ,Women's Apparel
0,0.39769223,LOW,Standard Class,Western Europe,Camping & Hiking
1,0.40564823,LOW,Standard Class,Western Europe,Women's Apparel
0,0.79689556,HIGH,Second Class,Central America,Men's Footwear
0,0.3477578,LOW,Standard Class,Central America,Kids' Golf Clubs
1,0.6857553,HIGH,Second Class,South of  USA ,Men's Footwear
0,0.34523827,LOW,Standard Class,South Asia,Fishing
0,0.39657113,LOW,Standard Class,Western Europe,Shop By Sport
0,0.34047607,LOW,Standard Class,Western Europe,Water Sports
0,0.34382612,LOW,Standard Class,Southeast Asia,Cleats
0,0.3953487,LOW,Standard Class,South America,Camping & Hiking
1,0.990585,HIGH,First Class,Northern Europe,Men's Footwear
0,0.352112,LOW,Standard Class,West of USA ,Golf Balls
0,0.7984761,HIGH,Second Class,Western Europe,Shop By Sport
1,0.6697255,HIGH,Second Class,Central America,Cardio Equipment
1,0.39507705,LOW,Standard Class,Eastern Europe,Women's Apparel
1,0.99085814,HIGH,First Class,West of USA ,Cardio Equipment
0,0.39377767,LOW,Standard Class,West Africa,Indoor/Outdoor Games
1,0.7934598,HIGH,Second Class,Southeast Asia,Camping & Hiking
0,0.39617282,LOW,Standard Class,Southeast Asia,Cardio Equipment
1,0.6887874,HIGH,Second Class,Western Europe,Cardio Equipment
1,0.40479997,LOW,Standard Class,Eastern Asia,Video Games
0,0.32611895,LOW,Standard Class,East of USA,Fishing
0,0.3932251,LOW,Standard Class,South America,Women's Apparel
0,0.39550585,LOW,Standard Class,Southeast Asia,Fishing
1,0.47645035,MEDIUM,Same Day,West of USA ,Shop By Sport
1,0.79814076,HIGH,Second Class,Central America,Cleats
1,0.39723867,LOW,Standard Class,Western Europe,Cleats
0,0.36037993,LOW,Standard Class,Central America,Cleats
1,0.38017347,LOW,Standard Class,Western Europe,Camping & Hiking
1,0.39422986,LOW,Standard Class,West of USA ,Water Sports
0,0.40611136,LOW,Standard Class,Southern Europe,Electronics
1,0.34474096,LOW,Standard Class,Central America,Cleats
0,0.2634446,LOW,Standard Class,Oceania,Camping & Hiking
0,0.6378108,HIGH,Second Class,Southeast Asia,Women's Apparel
0,0.4085245,LOW,Standard Class,Western Europe,Fishing
1,0.39279726,LOW,Standard Class,Western Europe,Cardio Equipment
1,0.39723867,LOW,Standard Class,Western Europe,Cleats
1,0.79433346,HIGH,Second Class,West of USA ,Cardio Equipment
1,0.79689556,HIGH,Second Class,Central America,Cleats
0,0.39625555,LOW,Standard Class,West of USA ,Indoor/Outdoor Games
1,0.4491272,LOW,Same Day,West Africa,Cardio Equipment
0,0.31562027,LOW,Standard Class,South America,Water Sports
1,0.39664993,LOW,Standard Class,Southern Europe,Indoor/Outdoor Games
0,0.41645387,LOW,Same Day,Central America,Shop By Sport
1,0.98988605,HIGH,First Class,Central Africa,Shop By Sport
0,0.44952473,LOW,Same Day,Central America,Camping & Hiking
1,0.32292345,LOW,Standard Class,West Africa,Men's Footwear
1,0.9911027,HIGH,First Class,Central America,Shop By Sport
0,0.34877563,LOW,Standard Class,Western Europe,Basketball
1,0.39561993,LOW,Standard Class,South America,Indoor/Outdoor Games
1,0.802837,HIGH,Second Class,US Center ,Baseball & Softball
0,0.40592873,LOW,Standard Class,West Asia,Accessories
0,0.38465634,LOW,Standard Class,Western Europe,Cleats
1,0.3989802,LOW,Standard Class,Southeast Asia,Men's Footwear
1,0.7971042,HIGH,Second Class,South of  USA ,Electronics
0,0.33949915,LOW,Standard Class,Northern Europe,Cardio Equipment
0,0.34560788,LOW,Standard Class,Southeast Asia,Water Sports
1,0.45581764,MEDIUM,Standard Class,South of  USA ,Women's Apparel
1,0.39489606,LOW,Standard Class,Central America,Men's Footwear
1,0.7972587,HIGH,Second Class,Northern Europe,Electronics
1,0.99004525,HIGH,First Class,US Center ,Women's Apparel
1,0.80218506,HIGH,Second Class,Caribbean,Fishing
1,0.7951845,HIGH,Second Class,Western Europe,Women's Apparel
0,0.39422986,LOW,Standard Class,South America,Men's Footwear
1,0.3387044,LOW,Standard Class,Oceania,Indoor/Outdoor Games
1,0.39507705,LOW,Standard Class,Southern Europe,Camping & Hiking
1,0.7957262,HIGH,Second Class,Northern Europe,Basketball
0,0.33649012,LOW,Standard Class,Southern Europe,Indoor/Outdoor Games
1,0.98836833,HIGH,First Class,South America,Water Sports
1,0.79689556,HIGH,Second Class,South America,Women's Apparel
1,0.39954078,LOW,Standard Class,Western Europe,Water Sports
0,0.79689556,HIGH,Second Class,South America,Cardio Equipment
0,0.3748712,LOW,Standard Class,Central Africa,Women's Apparel
1,0.39625555,LOW,Standard Class,West Africa,Water Sports
0,0.39505318,LOW,Standard Class,Central America,Fishing
1,0.98937815,HIGH,First Class,Eastern Asia,Camping & Hiking
0,0.37410483,LOW,Standard Class,Eastern Asia,Fishing
0,0.3618355,LOW,Standard Class,Southeast Asia,Water Sports
1,0.7934598,HIGH,Second Class,South Asia,Men's Footwear
0,0.39561993,LOW,Standard Class,Caribbean,Cleats
1,0.99118865,HIGH,First Class,Western Europe,Shop By Sport
0,0.802837,HIGH,Second Class,Southeast Asia,Men's Footwear
1,0.79999316,HIGH,Second Class,Western Europe,Cleats
1,0.9912411,HIGH,First Class,Northern Europe,Cleats
1,0.50363994,MEDIUM,Same Day,South America,Baseball & Softball
1,0.7115394,HIGH,Second Class,Central America,Fishing
0,0.3989802,LOW,Standard Class,Central America,Camping & Hiking
0,0.39561993,LOW,Standard Class,South of  USA ,Cardio Equipment
1,0.99065197,HIGH,First Class,Eastern Asia,Cleats
0,0.39723867,LOW,Standard Class,Western Europe,Indoor/Outdoor Games
1,0.34587845,LOW,Standard Class,Caribbean,Women's Apparel
1,0.47014505,MEDIUM,Same Day,Western Europe,Camping & Hiking
0,0.39134213,LOW,Standard Class,West Asia,Shop By Sport
1,0.79500484,HIGH,Second Class,West Africa,Men's Footwear
1,0.47975028,MEDIUM,Same Day,Central America,Camping & Hiking
0,0.34818754,LOW,Standard Class,Central America,Indoor/Outdoor Games
0,0.35865766,LOW,Standard Class,North Africa,Electronics
0,0.39377767,LOW,Standard Class,Eastern Asia,Men's Footwear
0,0.40610492,LOW,Standard Class,Western Europe,Indoor/Outdoor Games
0,0.39377767,LOW,Standard Class,Central America,Indoor/Outdoor Games
0,0.3452609,LOW,Standard Class,Northern Europe,Women's Apparel
0,0.36326805,LOW,Standard Class,Caribbean,Men's Footwear
0,0.6904221,HIGH,Second Class,Southeast Asia,Shop By Sport
1,0.40017852,LOW,Standard Class,Western Europe,Golf Gloves
1,0.99118865,HIGH,First Class,Western Europe,Cleats
1,0.6578906,HIGH,Second Class,Northern Europe,Women's Apparel
1,0.9910664,HIGH,First Class,Western Europe,Cardio Equipment
0,0.28555813,LOW,Standard Class,Southern Europe,Fishing
1,0.8410368,HIGH,First Class,Western Europe,Water Sports
1,0.84099144,HIGH,First Class,South of  USA ,Women's Apparel
1,0.39617282,LOW,Standard Class,West Africa,Fishing
1,0.34545007,LOW,Standard Class,Caribbean,Shop By Sport
0,0.3462457,LOW,Standard Class,Western Europe,Women's Apparel
0,0.38749957,LOW,Standard Class,South of  USA ,Camping & Hiking
1,0.47720054,MEDIUM,Same Day,Western Europe,Camping & Hiking
1,0.42044634,LOW,Standard Class,Central America,Shop By Sport
1,0.39507705,LOW,Standard Class,Eastern Europe,Shop By Sport
1,0.37076786,LOW,Standard Class,Central America,Cleats
1,0.4026147,LOW,Standard Class,Western Europe,Fishing
1,0.38749957,LOW,Standard Class,Oceania,Water Sports
0,0.8111894,HIGH,Second Class,South America,Camping & Hiking
0,0.6904221,HIGH,Second Class,Central America,Water Sports
0,0.8013363,HIGH,Second Class,Oceania,Cleats
0,0.39377767,LOW,Standard Class,Central America,Tennis & Racquet
0,0.39625555,LOW,Standard Class,Central America,Boxing & MMA
1,0.39505318,LOW,Standard Class,Central America,Cardio Equipment
1,0.38811094,LOW,Standard Class,North Africa,Water Sports
1,0.9947837,HIGH,First Class,Western Europe,Water Sports
1,0.39362654,LOW,Standard Class,Northern Europe,Cleats
0,0.34360486,LOW,Standard Class,West Asia,Indoor/Outdoor Games
1,0.3424075,LOW,Standard Class,Central America,Fishing
1,0.38031328,LOW,Standard Class,Eastern Asia,Fishing
0,0.8013363,HIGH,Second Class,Oceania,Water Sports
1,0.7495565,HIGH,Second Class,South America,Men's Footwear
1,0.99123514,HIGH,First Class,Western Europe,Fishing
0,0.3845721,LOW,Standard Class,South of  USA ,Cleats
1,0.8028398,HIGH,Second Class,Southern Europe,Men's Footwear
0,0.32546872,LOW,Standard Class,Southeast Asia,Shop By Sport
1,0.3695407,LOW,Standard Class,Caribbean,Women's Apparel
1,0.36583146,LOW,Standard Class,East of USA,Women's Apparel
1,0.990564,HIGH,First Class,Central America,Men's Footwear
1,0.9925304,HIGH,First Class,Central America,Fishing
1,0.8121413,HIGH,Second Class,West of USA ,Accessories
0,0.39505318,LOW,Standard Class,Central America,Fishing
0,0.39197937,LOW,Standard Class,Oceania,Camping & Hiking
0,0.36797878,LOW,Standard Class,Western Europe,Water Sports
0,0.3452609,LOW,Standard Class,Northern Europe,Cardio Equipment
0,0.27777737,LOW,Standard Class,Canada,Men's Footwear
1,0.6810173,HIGH,Second Class,West of USA ,Indoor/Outdoor Games
1,0.36515844,LOW,Standard Class,South America,Cleats
0,0.28902394,LOW,Standard Class,Western Europe,Shop By Sport
0,0.39422986,LOW,Standard Class,North Africa,Indoor/Outdoor Games
0,0.3422543,LOW,Standard Class,Southern Europe,Shop By Sport
1,0.842628,HIGH,First Class,Central America,Water Sports
0,0.16921717,LOW,Standard Class,South Asia,Health and Beauty
0,0.39670876,LOW,Standard Class,South Asia,Indoor/Outdoor Games
0,0.39422986,LOW,Standard Class,East of USA,Cleats
0,0.39129904,LOW,Standard Class,Western Europe,Shop By Sport
1,0.83875036,HIGH,First Class,Northern Europe,Women's Apparel
1,0.8163254,HIGH,Second Class,East Africa,Golf Gloves
1,0.374752,LOW,Standard Class,East Africa,Cleats
0,0.35398734,LOW,Standard Class,Northern Europe,Camping & Hiking
0,0.43479556,LOW,Second Class,South America,Camping & Hiking
1,0.99098164,HIGH,First Class,Central America,Cardio Equipment
0,0.34047607,LOW,Standard Class,Western Europe,Indoor/Outdoor Games
1,0.39723867,LOW,Standard Class,Western Europe,Water Sports
1,0.5171273,MEDIUM,Same Day,West Asia,Indoor/Outdoor Games
0,0.2983123,LOW,Standard Class,Northern Europe,Indoor/Outdoor Games
0,0.5084785,MEDIUM,Same Day,East of USA,Electronics
1,0.4562704,MEDIUM,Standard Class,South America,Women's Apparel
1,0.4426125,LOW,Standard Class,South America,Cleats
1,0.8408989,HIGH,First Class,Eastern Asia,Cardio Equipment
0,0.33906797,LOW,Standard Class,South America,Men's Footwear
0,0.39422986,LOW,Standard Class,West Asia,Cardio Equipment
1,0.7969886,HIGH,Second Class,US Center ,Camping & Hiking
0,0.34280825,LOW,Standard Class,Western Europe,Cleats
1,0.9908444,HIGH,First Class,Southeast Asia,Health and Beauty
0,0.39782998,LOW,Standard Class,US Center ,Men's Footwear
1,0.85855335,HIGH,First Class,Central America,Water Sports
0,0.3787024,LOW,Standard Class,Southern Europe,Cleats
1,0.396626,LOW,Standard Class,Caribbean,Fishing
0,0.39489606,LOW,Standard Class,South Asia,Men's Clothing
1,0.39489606,LOW,Standard Class,South America,Shop By Sport
1,0.79689556,HIGH,Second Class,South Asia,Cardio Equipment
0,0.56444055,MEDIUM,Standard Class,Southern Europe,Electronics
0,0.7984761,HIGH,Second Class,Western Europe,Water Sports
0,0.8006748,HIGH,Second Class,East of USA,Cleats
1,0.79842144,HIGH,Second Class,West Asia,Cardio Equipment
1,0.4072749,LOW,Standard Class,Western Europe,Cleats
0,0.38724422,LOW,Standard Class,Eastern Europe,Cleats
1,0.98092973,HIGH,First Class,Eastern Europe,Water Sports
1,0.79500484,HIGH,Second Class,South of  USA ,Cleats
1,0.33282232,LOW,Standard Class,West Africa,Men's Footwear
1,0.8091939,HIGH,Second Class,Southern Africa,Girls' Apparel
1,0.8204686,HIGH,Second Class,Central America,Water Sports
0,0.82803506,HIGH,Second Class,South America,Camping & Hiking
0,0.3754537,LOW,Standard Class,Central America,Water Sports
1,0.8047752,HIGH,Second Class,Central America,Women's Apparel
1,0.86462224,HIGH,Second Class,North Africa,Water Sports
1,0.36848414,LOW,Standard Class,Western Europe,Water Sports
1,0.3387044,LOW,Standard Class,West Africa,Indoor/Outdoor Games
1,0.8610876,HIGH,Second Class,South America,Fishing
1,0.79689556,HIGH,Second Class,Caribbean,Shop By Sport
0,0.33828032,LOW,Standard Class,West Africa,Cleats
0,0.34282908,LOW,Standard Class,Central America,Shop By Sport
1,0.40097412,LOW,Standard Class,Western Europe,Camping & Hiking
1,0.802837,HIGH,Second Class,Central America,Indoor/Outdoor Games
0,0.70888156,HIGH,Second Class,South America,Cardio Equipment
1,0.79689556,HIGH,Second Class,Central America,Indoor/Outdoor Games
0,0.31031576,LOW,Standard Class,Southern Europe,CDs 
0,0.31735337,LOW,Standard Class,Western Europe,Indoor/Outdoor Games
0,0.83972305,HIGH,First Class,Central America,Men's Footwear
1,0.8013363,HIGH,Second Class,Oceania,Cleats
1,0.80018604,HIGH,Second Class,Northern Europe,Indoor/Outdoor Games
0,0.25912517,LOW,Standard Class,Northern Europe,Water Sports
1,0.844984,HIGH,First Class,Central America,Shop By Sport
0,0.38626632,LOW,Standard Class,South America,Electronics
1,0.8165599,HIGH,First Class,Oceania,Pet Supplies
0,0.39505318,LOW,Standard Class,Central America,Cardio Equipment
0,0.32503626,LOW,Standard Class,South America,Cleats
0,0.3989802,LOW,Standard Class,Central America,Indoor/Outdoor Games
0,0.39489606,LOW,Standard Class,Central America,Shop By Sport
0,0.47235674,MEDIUM,Same Day,Western Europe,Fishing
0,0.8263642,HIGH,Second Class,South America,Golf Gloves
1,0.39769223,LOW,Standard Class,Western Europe,Electronics
0,0.4268533,LOW,Standard Class,East of USA,Cleats
0,0.3953487,LOW,Standard Class,Central America,Cleats
0,0.39507705,LOW,Standard Class,Southern Europe,Electronics
1,0.8072497,HIGH,First Class,South America,Indoor/Outdoor Games
1,0.9911027,HIGH,First Class,Southeast Asia,Cardio Equipment
1,0.71025395,HIGH,Second Class,Western Europe,Trade-In
1,0.7971042,HIGH,Second Class,Central America,Camping & Hiking
0,0.32910183,LOW,Standard Class,East of USA,Women's Apparel
1,0.79536766,HIGH,Second Class,Oceania,Hockey
1,0.6876404,HIGH,Second Class,Central America,Camping & Hiking
0,0.36673892,LOW,Standard Class,Eastern Asia,Fishing
1,0.6876404,HIGH,Second Class,Caribbean,Cardio Equipment
0,0.7943499,HIGH,Second Class,Southern Europe,Cleats
0,0.39701143,LOW,Same Day,South of  USA ,Water Sports
1,0.8081674,HIGH,Second Class,Caribbean,Cleats
0,0.40055826,LOW,Standard Class,Southeast Asia,Camping & Hiking
1,0.39550585,LOW,Standard Class,Oceania,Camping & Hiking
0,0.396118,LOW,Standard Class,Western Europe,Water Sports
1,0.99144846,HIGH,First Class,Oceania,Golf Balls
0,0.4989617,MEDIUM,Standard Class,Central America,Fishing
1,0.24672586,LOW,Standard Class,Southern Europe,Indoor/Outdoor Games
1,0.38924283,LOW,Same Day,Oceania,Camping & Hiking
1,0.39489606,LOW,Standard Class,Eastern Asia,Men's Footwear
0,0.40309083,LOW,Same Day,Northern Europe,Electronics
0,0.40564823,LOW,Standard Class,Western Europe,Indoor/Outdoor Games
1,0.41263887,LOW,Standard Class,Central America,Camping & Hiking
0,0.2818101,LOW,Standard Class,Western Europe,Cleats
0,0.39561993,LOW,Standard Class,East of USA,Cleats
0,0.321689,LOW,Standard Class,West of USA ,Cardio Equipment
0,0.45233887,MEDIUM,Standard Class,South America,Water Sports
0,0.34047607,LOW,Standard Class,Western Europe,Women's Apparel
0,0.24137156,LOW,Standard Class,Canada,Women's Apparel
0,0.39377767,LOW,Standard Class,South Asia,Men's Footwear
1,0.39617282,LOW,Standard Class,South Asia,Fishing
1,0.44627252,LOW,Standard Class,Western Europe,Fishing
1,0.98685163,HIGH,First Class,Western Europe,Women's Apparel
0,0.27363598,LOW,Standard Class,Western Europe,Indoor/Outdoor Games
1,0.39377767,LOW,Standard Class,West of USA ,Women's Apparel
0,0.39422986,LOW,Standard Class,US Center ,Shop By Sport
0,0.3611866,LOW,Standard Class,East of USA,Camping & Hiking
1,0.37852418,LOW,Standard Class,Eastern Asia,Camping & Hiking
1,0.37592027,LOW,Standard Class,Oceania,Women's Apparel
1,0.34047607,LOW,Standard Class,Western Europe,Men's Footwear
1,0.4415868,LOW,Standard Class,US Center ,Men's Footwear
1,0.40409547,LOW,Standard Class,Southern Europe,Camping & Hiking
0,0.39377767,LOW,Standard Class,Central America,Men's Footwear
0,0.34897006,LOW,Standard Class,Central America,Cardio Equipment
1,0.6857553,HIGH,Second Class,Eastern Asia,Water Sports
0,0.33828032,LOW,Standard Class,South America,Women's Apparel
0,0.41402826,LOW,Standard Class,Central Africa,Indoor/Outdoor Games
1,0.36045146,LOW,Standard Class,Western Europe,Fishing
0,0.3955298,LOW,Standard Class,Southern Europe,DVDs
0,0.803841,HIGH,Second Class,Eastern Europe,Water Sports
1,0.37589788,LOW,Standard Class,South of  USA ,Indoor/Outdoor Games
1,0.39377767,LOW,Standard Class,South Asia,Women's Apparel
1,0.8013363,HIGH,Second Class,South America,Men's Footwear
0,0.3989802,LOW,Standard Class,South of  USA ,Men's Footwear
1,0.8241586,HIGH,Second Class,West of USA ,Men's Footwear
1,0.7972587,HIGH,Second Class,Northern Europe,Water Sports
0,0.3998301,LOW,Standard Class,South America,Camping & Hiking
1,0.4507627,MEDIUM,Same Day,East Africa,Women's Apparel
1,0.38879156,LOW,Standard Class,Northern Europe,Camping & Hiking
1,0.33828032,LOW,Standard Class,Eastern Asia,Women's Apparel
1,0.6847547,HIGH,Second Class,Northern Europe,Fishing
0,0.4623726,MEDIUM,Standard Class,West of USA ,Cleats
0,0.31301144,LOW,Standard Class,South America,Women's Apparel
1,0.52621317,MEDIUM,Same Day,Southern Europe,Cleats
0,0.4030278,LOW,Standard Class,Northern Europe,Shop By Sport
0,0.39739615,LOW,Standard Class,Western Europe,Fishing
1,0.39929163,LOW,Standard Class,Southern Europe,Golf Shoes
1,0.6418095,HIGH,Second Class,South America,Men's Footwear
0,0.46307668,MEDIUM,Standard Class,West Asia,Men's Footwear
0,0.69372106,HIGH,Second Class,West of USA ,Girls' Apparel
1,0.99121714,HIGH,First Class,Southeast Asia,Fishing
0,0.43521133,LOW,Standard Class,South Asia,Women's Apparel
1,0.7347764,HIGH,Second Class,Central America,Women's Apparel
0,0.46804816,MEDIUM,Standard Class,Southeast Asia,Cleats
0,0.49454227,MEDIUM,Same Day,US Center ,Indoor/Outdoor Games
1,0.44391835,LOW,Standard Class,South America,Fishing
1,0.6491964,HIGH,Standard Class,Caribbean,Water Sports
1,0.7789293,HIGH,Second Class,Western Europe,Shop By Sport
0,0.8408989,HIGH,First Class,Caribbean,Cardio Equipment
1,0.9911857,HIGH,First Class,Caribbean,Men's Footwear
1,0.83972305,HIGH,First Class,South of  USA ,Men's Footwear
1,0.5639992,MEDIUM,Standard Class,South America,Shop By Sport
1,0.80368096,HIGH,Second Class,Eastern Asia,Sporting Goods
1,0.99114966,HIGH,First Class,South Asia,Camping & Hiking
0,0.243082,LOW,Standard Class,South America,Indoor/Outdoor Games
1,0.9779523,HIGH,First Class,Caribbean,Indoor/Outdoor Games
1,0.34360486,LOW,Standard Class,South of  USA ,Camping & Hiking
0,0.39422986,LOW,Standard Class,South Asia,Women's Apparel
0,0.44545496,LOW,Standard Class,Western Europe,Children's Clothing
1,0.39377767,LOW,Standard Class,South Asia,Cleats
0,0.39943445,LOW,Standard Class,Caribbean,Men's Footwear
0,0.34360486,LOW,Standard Class,North Africa,Cardio Equipment
0,0.34480587,LOW,Standard Class,Central America,Cleats
0,0.38620448,LOW,Standard Class,East of USA,Cleats
1,0.39377767,LOW,Standard Class,North Africa,Women's Apparel
1,0.36593893,LOW,Standard Class,Eastern Asia,Pet Supplies
1,0.8092341,HIGH,Second Class,Eastern Europe,Indoor/Outdoor Games
1,0.8157116,HIGH,Second Class,West Africa,Camping & Hiking
0,0.39422986,LOW,Standard Class,West Asia,Shop By Sport
1,0.98986953,HIGH,First Class,East of USA,Cleats
